#
#  lco_lactis_1064-c11_scyc 1.0 Genes link table generated on Tue Oct 24, 2023
#  All columns are separated by tab characters.
#  Columns are: 
#
#  GENE-ID  EG#  b#  y-name  CGSC-ID  UniProt-ID  GENE-NAME  
#
#   GENE-ID      = Pathway Tools unique identifier for the gene
#   UniProt-ID = Swiss-Prot identifier
#   GENE-NAME    = Pathway Tools gene name
#
#
PPHIGDPK_00325		tcyN	
PPHIGDPK_00179		guaC	
PPHIGDPK_00323		trxB	
PPHIGDPK_00180			
PPHIGDPK_00321		rnr_1	
PPHIGDPK_00181		yutF	
PPHIGDPK_00320		yecD_2	
PPHIGDPK_00182			
PPHIGDPK_00318		menA_1	
PPHIGDPK_00183		tadA_1	
PPHIGDPK_00314		gpmA_1	
PPHIGDPK_00184			
PPHIGDPK_00313		vanYB	
PPHIGDPK_00185		hemN	
PPHIGDPK_00311		hrcA	
PPHIGDPK_00186			
PPHIGDPK_00310		grpE	
PPHIGDPK_00187			
PPHIGDPK_00309		dnaK	
PPHIGDPK_00188			
PPHIGDPK_00308		sph	
PPHIGDPK_00189			
PPHIGDPK_00307		yxeP_1	
PPHIGDPK_00190		tpiA	
PPHIGDPK_00306		glcR_1	
PPHIGDPK_00191		ybbH_1	
PPHIGDPK_00305		lacC_1	
PPHIGDPK_00192			
PPHIGDPK_00304		fruA	
PPHIGDPK_00193		murQ	
PPHIGDPK_00303		clsA_2	
PPHIGDPK_00194			
PPHIGDPK_00302		yvcJ	
PPHIGDPK_00195		ldh	
PPHIGDPK_00301			
PPHIGDPK_00196		ribF	
PPHIGDPK_00300		whiA	
PPHIGDPK_00197		truB	
PPHIGDPK_01917			
PPHIGDPK_00198			
PPHIGDPK_00199		fccA	
PPHIGDPK_01918		xerD_4	
PPHIGDPK_01919		mrp	
PPHIGDPK_00200			
PPHIGDPK_00201		tag	
PPHIGDPK_01920		esaA	
PPHIGDPK_00202		nudC	
PPHIGDPK_01921			
PPHIGDPK_00203		pcrA	
PPHIGDPK_01922			
PPHIGDPK_01923			
PPHIGDPK_00204			
PPHIGDPK_01924		pnuC_1	
PPHIGDPK_00205			
PPHIGDPK_00206		lysX	
PPHIGDPK_01925			
PPHIGDPK_01926		pgaC_2	
PPHIGDPK_00207			
PPHIGDPK_01927		rplS	
PPHIGDPK_00208			
PPHIGDPK_00209		apbE_1	
PPHIGDPK_01928		ywaC	
PPHIGDPK_00210		gyrA	
PPHIGDPK_01929		cynR	
PPHIGDPK_00211		ycaM	
PPHIGDPK_01930			
PPHIGDPK_00212		yhfK	
PPHIGDPK_01931			
PPHIGDPK_00213		lepA	
PPHIGDPK_01932			
PPHIGDPK_00214		aldC_1	
PPHIGDPK_01933		mraY	
PPHIGDPK_00215		murF_1	
PPHIGDPK_01934		pbpX_2	
PPHIGDPK_00216		cobQ	
PPHIGDPK_01935		ftsL	
PPHIGDPK_01936		rsmH_2	
PPHIGDPK_00217			
PPHIGDPK_00218			
PPHIGDPK_01937			
PPHIGDPK_00219		nadE	
PPHIGDPK_01938			
PPHIGDPK_00220		wecD	
PPHIGDPK_01939			
PPHIGDPK_00221		pncB2	
PPHIGDPK_01940		recN	
PPHIGDPK_01941		argR_2	
PPHIGDPK_00222			
PPHIGDPK_00223		nadD_1	
PPHIGDPK_01942		tlyA	
PPHIGDPK_00224		eriC	
PPHIGDPK_01943			
PPHIGDPK_01944		garK	
PPHIGDPK_00225			
PPHIGDPK_00226		glyS	
PPHIGDPK_01945		xseB	
PPHIGDPK_00227		glyQ	
PPHIGDPK_01946		xseA	
PPHIGDPK_00228		yfkN_1	
PPHIGDPK_01947		folD	
PPHIGDPK_01948			
PPHIGDPK_00229			
PPHIGDPK_01949			
PPHIGDPK_00230			
PPHIGDPK_00231		yigZ	
PPHIGDPK_01950		copB	
PPHIGDPK_00232		comFA	
PPHIGDPK_01951			
PPHIGDPK_01952			
PPHIGDPK_00233			
PPHIGDPK_01953			
PPHIGDPK_00234			
PPHIGDPK_00235		dgkA	
PPHIGDPK_01954			
PPHIGDPK_00236		ybeY	
PPHIGDPK_01955			
PPHIGDPK_00237		nudI	
PPHIGDPK_01956			
PPHIGDPK_00238			
PPHIGDPK_01957		opuCB	
PPHIGDPK_00239		mntH_1	
PPHIGDPK_01958		osmV	
PPHIGDPK_00240		rpmA	
PPHIGDPK_01959		garB	
PPHIGDPK_01960		spxA_6	
PPHIGDPK_00241			
PPHIGDPK_00242		rplU	
PPHIGDPK_01961		alr	
PPHIGDPK_01962		acpS	
PPHIGDPK_00243			
PPHIGDPK_01963		pepV	
PPHIGDPK_00244			
PPHIGDPK_01964		mutY	
PPHIGDPK_00245			
PPHIGDPK_01965		uvrC	
PPHIGDPK_00246			
PPHIGDPK_01966		pnuC_2	
PPHIGDPK_00247			
PPHIGDPK_00248			
PPHIGDPK_01967		udp	
PPHIGDPK_00249		trmK	
PPHIGDPK_01968		rpsA	
PPHIGDPK_00250		nth	
PPHIGDPK_01969		mnmA	
PPHIGDPK_00251		dnaD	
PPHIGDPK_01970			
PPHIGDPK_01971			
PPHIGDPK_00252			
PPHIGDPK_00253		pyrC	
PPHIGDPK_01972			
PPHIGDPK_00254		pyrE	
PPHIGDPK_01973		copA	
PPHIGDPK_01974		merP	
PPHIGDPK_00255			
PPHIGDPK_01975		copY	
PPHIGDPK_00256			
PPHIGDPK_01976		sdhA	
PPHIGDPK_00257			
PPHIGDPK_01977		sdhB	
PPHIGDPK_00258			
PPHIGDPK_01978			
PPHIGDPK_00259			
PPHIGDPK_00260		ettA_1	
PPHIGDPK_01979			
PPHIGDPK_00261		spxA_1	
PPHIGDPK_01980			
PPHIGDPK_00262		rex	
PPHIGDPK_01981		ydjP	
PPHIGDPK_01982		bglA_2	
PPHIGDPK_00263			
PPHIGDPK_01983		licC_2	
PPHIGDPK_00264			
PPHIGDPK_00265		glmS	
PPHIGDPK_01984		ybbH_3	
PPHIGDPK_00266		ybjG	
PPHIGDPK_01985		leuS	
PPHIGDPK_00267		arlS_1	
PPHIGDPK_01986		lrp	
PPHIGDPK_01987		prs	
PPHIGDPK_00268			
PPHIGDPK_00269		mprA	
PPHIGDPK_01988		ftsY	
PPHIGDPK_00270		ykoT	
PPHIGDPK_01989			
PPHIGDPK_01990		yidA	
PPHIGDPK_00271			
PPHIGDPK_01991			
PPHIGDPK_00272			
PPHIGDPK_00273		rluD	
PPHIGDPK_01992		yvbW_2	
PPHIGDPK_00274		lspA	
PPHIGDPK_01993			
PPHIGDPK_00275		ribH	
PPHIGDPK_01994			
PPHIGDPK_00276		ribBA	
PPHIGDPK_01995			
PPHIGDPK_00277		ribE	
PPHIGDPK_01996		ltaS1	
PPHIGDPK_00278		ribD	
PPHIGDPK_01997		smc_3	
PPHIGDPK_01998		rnc	
PPHIGDPK_00279			
PPHIGDPK_00280		parC	
PPHIGDPK_01999		arcB_2	
PPHIGDPK_02000		argB	
PPHIGDPK_00281			
PPHIGDPK_00282		polC_1	
PPHIGDPK_02001		argD	
PPHIGDPK_00283		yecD_1	
PPHIGDPK_02002		argJ	
PPHIGDPK_00284		parE	
PPHIGDPK_02003		argC	
PPHIGDPK_00285		plsY	
PPHIGDPK_02004			
PPHIGDPK_00286		nrdH	
PPHIGDPK_02005		queT	
PPHIGDPK_00287			
PPHIGDPK_02006		bacC	
PPHIGDPK_00288		nrdE1	
PPHIGDPK_02007			
PPHIGDPK_00289		nrdF2	
PPHIGDPK_02008		metG	
PPHIGDPK_00290		ftsX	
PPHIGDPK_02009		exoA	
PPHIGDPK_00291		ftsE	
PPHIGDPK_02010			
PPHIGDPK_00292		prfB	
PPHIGDPK_02011		srlR	
PPHIGDPK_00293		cpdA_1	
PPHIGDPK_02012		spxA_7	
PPHIGDPK_02013		csoR	
PPHIGDPK_00294			
PPHIGDPK_00295		focA	
PPHIGDPK_02014		cdr_2	
PPHIGDPK_02015		moeZ	
PPHIGDPK_00296			
PPHIGDPK_02016		glpE_3	
PPHIGDPK_00297			
PPHIGDPK_00298		natA_2	
PPHIGDPK_02017			
PPHIGDPK_00299		ethR	
PPHIGDPK_02018		cysK_2	
PPHIGDPK_00858		cspC_1	
PPHIGDPK_02019		metC	
PPHIGDPK_00856		paiA	
PPHIGDPK_02020		accA	
PPHIGDPK_00855		ogt	
PPHIGDPK_02021		accD	
PPHIGDPK_00854		adaA	
PPHIGDPK_02022		accC	
PPHIGDPK_00853		ecsA_1	
PPHIGDPK_02023		fabZ_2	
PPHIGDPK_00849		iscS_1	
PPHIGDPK_02024		accB	
PPHIGDPK_00848		cwlO	
PPHIGDPK_02025		fabF	
PPHIGDPK_00847		ygiS	
PPHIGDPK_02026		fabG_2	
PPHIGDPK_00846		cysK_1	
PPHIGDPK_02027		fabD	
PPHIGDPK_00845			
PPHIGDPK_02028		acpA	
PPHIGDPK_00844			
PPHIGDPK_02029		fabH	
PPHIGDPK_00843		ponA	
PPHIGDPK_02030		yusO_1	
PPHIGDPK_02031		manA	
PPHIGDPK_00312			
PPHIGDPK_00842		recU	
PPHIGDPK_02032		rbfA	
PPHIGDPK_00840		spxA_5	
PPHIGDPK_02033		infB	
PPHIGDPK_02034		rplGA	
PPHIGDPK_00315			
PPHIGDPK_02035			
PPHIGDPK_00316			
PPHIGDPK_02036		nusA	
PPHIGDPK_00317			
PPHIGDPK_00838		suhB	
PPHIGDPK_02037		rimP	
PPHIGDPK_02038		lrgA	
PPHIGDPK_00319			
PPHIGDPK_00837		murAA	
PPHIGDPK_02039		yohK	
PPHIGDPK_00835		tig	
PPHIGDPK_02040			
PPHIGDPK_02041			
PPHIGDPK_00322		secG	
PPHIGDPK_00836			
PPHIGDPK_02042			
PPHIGDPK_02043			
PPHIGDPK_00324			
PPHIGDPK_02083		macB_2	
PPHIGDPK_02044			
PPHIGDPK_00839			
PPHIGDPK_02045		der_2	
PPHIGDPK_02080			
PPHIGDPK_02046		mfpA	
PPHIGDPK_00841			
PPHIGDPK_02047		nfrA2	
PPHIGDPK_02079		metE_2	
PPHIGDPK_02048		dnaI	
PPHIGDPK_02049		dnaB	
PPHIGDPK_00330			
PPHIGDPK_02050		nrdR	
PPHIGDPK_00331			
PPHIGDPK_02058		slyA_1	
PPHIGDPK_02051		trmB	
PPHIGDPK_02052			
PPHIGDPK_00333			
PPHIGDPK_02057			
PPHIGDPK_02053			
PPHIGDPK_02054		dnaC	
PPHIGDPK_00335			
PPHIGDPK_02055		rplI	
PPHIGDPK_00336			
PPHIGDPK_00850			
PPHIGDPK_02056		gdpP	
PPHIGDPK_00851			
PPHIGDPK_00338			
PPHIGDPK_00852			
PPHIGDPK_00339			
PPHIGDPK_02073		menC	
PPHIGDPK_02059			
PPHIGDPK_02060		yclM	
PPHIGDPK_00341			
PPHIGDPK_02069		menD	
PPHIGDPK_02061		yqiK	
PPHIGDPK_02068		pchA	
PPHIGDPK_02062			
PPHIGDPK_02063		ycsE	
PPHIGDPK_00344			
PPHIGDPK_00859			
PPHIGDPK_02064		ansB	
PPHIGDPK_00860			
PPHIGDPK_02065		nrnA	
PPHIGDPK_00861			
PPHIGDPK_02066			
PPHIGDPK_00862			
PPHIGDPK_02067		rimL	
PPHIGDPK_00863			
PPHIGDPK_00349			
PPHIGDPK_00864			
PPHIGDPK_00350			
PPHIGDPK_00865			
PPHIGDPK_02070		menH_2	
PPHIGDPK_00866			
PPHIGDPK_02071		menB	
PPHIGDPK_00867			
PPHIGDPK_02072		menE	
PPHIGDPK_00868			
PPHIGDPK_00354			
PPHIGDPK_00869			
PPHIGDPK_02074			
PPHIGDPK_00870			
PPHIGDPK_02075			
PPHIGDPK_00871			
PPHIGDPK_02076		tadA_2	
PPHIGDPK_00872			
PPHIGDPK_02077		apaH	
PPHIGDPK_00873			
PPHIGDPK_02078		rbn	
PPHIGDPK_00874			
PPHIGDPK_00360			
PPHIGDPK_00875			
PPHIGDPK_02081			
PPHIGDPK_00876			
PPHIGDPK_02082			
PPHIGDPK_00877			
PPHIGDPK_02084			
PPHIGDPK_00878			
PPHIGDPK_00364			
PPHIGDPK_00879			
PPHIGDPK_00365			
PPHIGDPK_00880			
PPHIGDPK_02085			
PPHIGDPK_00881		xerD_2	
PPHIGDPK_02086		lmrA	
PPHIGDPK_00882		hup	
PPHIGDPK_02087			
PPHIGDPK_00883			
PPHIGDPK_02088			
PPHIGDPK_00884		nagZ	
PPHIGDPK_02089		yusO_2	
PPHIGDPK_00885		lipC	
PPHIGDPK_02090			
PPHIGDPK_00886			
PPHIGDPK_02091			
PPHIGDPK_00887			
PPHIGDPK_02092		cydD	
PPHIGDPK_00888		dnaE	
PPHIGDPK_02093		cydB	
PPHIGDPK_00889			
PPHIGDPK_02094		cydA	
PPHIGDPK_00890			
PPHIGDPK_02095		dtpT	
PPHIGDPK_00891			
PPHIGDPK_02096		apu	
PPHIGDPK_00892		yvdD	
PPHIGDPK_02097		glgP	
PPHIGDPK_00893			
PPHIGDPK_02098		glgA	
PPHIGDPK_00894			
PPHIGDPK_02099		glgD	
PPHIGDPK_00895			
PPHIGDPK_02100		glgC	
PPHIGDPK_00896			
PPHIGDPK_02101		malQ	
PPHIGDPK_00897		pyrG	
PPHIGDPK_02102		nusB	
PPHIGDPK_00898			
PPHIGDPK_02103			
PPHIGDPK_00899			
PPHIGDPK_02104		efp	
PPHIGDPK_00900		hmpT	
PPHIGDPK_02105		ypdF	
PPHIGDPK_00901		pdxK	
PPHIGDPK_02106		rsmA	
PPHIGDPK_00902		truA	
PPHIGDPK_02107		rnmV	
PPHIGDPK_00904		brpA_2	
PPHIGDPK_02108		aroK_2	
PPHIGDPK_00905		mshD	
PPHIGDPK_02109		dtd3	
PPHIGDPK_00906		tsaE	
PPHIGDPK_02110		Int-Tn	
PPHIGDPK_00907			
PPHIGDPK_02111			
PPHIGDPK_00908		axeA1	
PPHIGDPK_02112			
PPHIGDPK_00909		pgmB	
PPHIGDPK_02113			
PPHIGDPK_00910		trePP	
PPHIGDPK_02114			
PPHIGDPK_00911		bglF_1	
PPHIGDPK_02115			
PPHIGDPK_00912		crr	
PPHIGDPK_02116		immR	
PPHIGDPK_00913		treR	
PPHIGDPK_02117			
PPHIGDPK_00914		glmM	
PPHIGDPK_02118			
PPHIGDPK_00915		cdaR	
PPHIGDPK_02119			
PPHIGDPK_00916		dacA_1	
PPHIGDPK_02120			
PPHIGDPK_00917		por_2	
PPHIGDPK_02121		ceo_1	
PPHIGDPK_00918		sugC	
PPHIGDPK_00919		dagK_2	
PPHIGDPK_00920		ligA_1	
PPHIGDPK_00922			
PPHIGDPK_00923		bglA_1	
PPHIGDPK_00924		licC_1	
PPHIGDPK_00925		ybbH_2	
PPHIGDPK_00926		licA	
PPHIGDPK_00927		licB	
PPHIGDPK_00928		glvR_2	
PPHIGDPK_00929			
PPHIGDPK_00930		cshB	
PPHIGDPK_00931		cstA	
PPHIGDPK_00932		sodA	
PPHIGDPK_00933		fni	
PPHIGDPK_00934			
PPHIGDPK_00935		thrB_2	
PPHIGDPK_01909		ktrA	
PPHIGDPK_00936		hddA	
PPHIGDPK_01910		ntpJ	
PPHIGDPK_00937			
PPHIGDPK_01911		gerN	
PPHIGDPK_00938		rsmI	
PPHIGDPK_01912		rclA_2	
PPHIGDPK_00939		yabA	
PPHIGDPK_01913			
PPHIGDPK_00940			
PPHIGDPK_01914		yecD_3	
PPHIGDPK_00941		dnaX_2	
PPHIGDPK_01915			
PPHIGDPK_00942		tmk_1	
PPHIGDPK_01916		acuR	
PPHIGDPK_00943		walR	
PPHIGDPK_00944		walK	
PPHIGDPK_00945		yycJ	
PPHIGDPK_00946		groL	
PPHIGDPK_00947		groS	
PPHIGDPK_00948		ssb_2	
PPHIGDPK_00949		noxE	
PPHIGDPK_00950		pheT_1	
PPHIGDPK_00951		ytpP	
PPHIGDPK_00952			
PPHIGDPK_00953		pepA	
PPHIGDPK_00954		pbpF_1	
PPHIGDPK_01906			
PPHIGDPK_00955		tyrS	
PPHIGDPK_01907		dld	
PPHIGDPK_00956			
PPHIGDPK_01908			
PPHIGDPK_00957		nhaK_1	
PPHIGDPK_00958			
PPHIGDPK_00959		azoR	
PPHIGDPK_00960		ribZ_1	
PPHIGDPK_00961		thiI	
PPHIGDPK_00962			
PPHIGDPK_00963		cysL_1	
PPHIGDPK_00114		pspB_2	
PPHIGDPK_00964		ldhB	
PPHIGDPK_00112		uvrA	
PPHIGDPK_00965			
PPHIGDPK_00102		endA	
PPHIGDPK_00966		cysL_2	
PPHIGDPK_00100		xerC_1	
PPHIGDPK_00967		lysS	
PPHIGDPK_01904			
PPHIGDPK_00968		apbE_2	
PPHIGDPK_01905		dinB_2	
PPHIGDPK_00969		nfr2	
PPHIGDPK_00099		xerD_1	
PPHIGDPK_00970		lysP_2	
PPHIGDPK_00089		corC	
PPHIGDPK_00971			
PPHIGDPK_00088		pflA	
PPHIGDPK_00972			
PPHIGDPK_00087		ppaC	
PPHIGDPK_00973		nadK	
PPHIGDPK_00085		pepT	
PPHIGDPK_00974		yjbM	
PPHIGDPK_00084		yjeM	
PPHIGDPK_00975			
PPHIGDPK_00083		recQ	
PPHIGDPK_00976		yjbK	
PPHIGDPK_00082		adh	
PPHIGDPK_00977			
PPHIGDPK_00080		murE	
PPHIGDPK_00978			
PPHIGDPK_00079		murJ	
PPHIGDPK_00979			
PPHIGDPK_00078		atl	
PPHIGDPK_00980		cycA_1	
PPHIGDPK_00077		pepO_1	
PPHIGDPK_00981		cycA_2	
PPHIGDPK_00065		sufS	
PPHIGDPK_00982		recA_1	
PPHIGDPK_01899			
PPHIGDPK_00983		mutM	
PPHIGDPK_01900		soj	
PPHIGDPK_00984		asnB_2	
PPHIGDPK_01901		noc	
PPHIGDPK_00985		era	
PPHIGDPK_01902			
PPHIGDPK_00986		cshA	
PPHIGDPK_01903			
PPHIGDPK_00987		prfC	
PPHIGDPK_00063		iscU	
PPHIGDPK_00988		oppF_1	
PPHIGDPK_00062		sufB_1	
PPHIGDPK_00989		oppD_1	
PPHIGDPK_00061			
PPHIGDPK_00990		oppC	
PPHIGDPK_00060		fabG_1	
PPHIGDPK_00991		oppB	
PPHIGDPK_00057			
PPHIGDPK_00992		oppA_1	
PPHIGDPK_00056		yhfT	
PPHIGDPK_00993		oppA_2	
PPHIGDPK_00055		bioY	
PPHIGDPK_00994		murF_2	
PPHIGDPK_00041		atpH	
PPHIGDPK_00995		ddl	
PPHIGDPK_00040		atpA	
PPHIGDPK_00996		recR	
PPHIGDPK_00039		atpG	
PPHIGDPK_00997		penA	
PPHIGDPK_00027		ppaX	
PPHIGDPK_00998		ahpF	
PPHIGDPK_00026		aroC	
PPHIGDPK_00999		ahpC	
PPHIGDPK_00023		yxdL	
PPHIGDPK_01000		gpmA_2	
PPHIGDPK_00022		bceB	
PPHIGDPK_01001		fosB	
PPHIGDPK_00020		graR	
PPHIGDPK_01002		ytcD	
PPHIGDPK_00019		graS	
PPHIGDPK_01003		yvgN	
PPHIGDPK_01891		lacA_3	
PPHIGDPK_01004		ydhP_1	
PPHIGDPK_01892		lacB	
PPHIGDPK_01005		ydhP_2	
PPHIGDPK_01893		lacC_2	
PPHIGDPK_01006		oxyR	
PPHIGDPK_01894		lacD	
PPHIGDPK_01007		yxeB	
PPHIGDPK_01895		lacF_2	
PPHIGDPK_01008		feuC	
PPHIGDPK_01896		lacE	
PPHIGDPK_01009		hmuU	
PPHIGDPK_01897		lacG	
PPHIGDPK_01010		fecE_2	
PPHIGDPK_01898			
PPHIGDPK_01011			
PPHIGDPK_00018		tyrA	
PPHIGDPK_01012		ecfT_1	
PPHIGDPK_00017		aroA	
PPHIGDPK_01013		ykoD	
PPHIGDPK_00016		aroK_1	
PPHIGDPK_01014			
PPHIGDPK_00015		pheA	
PPHIGDPK_01015		metP	
PPHIGDPK_00014		pspB_1	
PPHIGDPK_01016		metN	
PPHIGDPK_00013		recD2	
PPHIGDPK_01017		metQ_1	
PPHIGDPK_00012		rpsT	
PPHIGDPK_01018		metQ_2	
PPHIGDPK_00001		coiA	
PPHIGDPK_01019		metQ_3	
PPHIGDPK_00002			
PPHIGDPK_01020		metQ_4	
PPHIGDPK_00003			
PPHIGDPK_01021		thiT	
PPHIGDPK_00004		pbuO	
PPHIGDPK_01022		ybaK	
PPHIGDPK_00005		yitU	
PPHIGDPK_01023		bioY2	
PPHIGDPK_00006		lutA	
PPHIGDPK_01024			
PPHIGDPK_00007		lutB	
PPHIGDPK_01025			
PPHIGDPK_00008		lutC	
PPHIGDPK_01026			
PPHIGDPK_00009		ybhL	
PPHIGDPK_01027			
PPHIGDPK_00010		dagK_1	
PPHIGDPK_01028			
PPHIGDPK_00011		rny_1	
PPHIGDPK_01029		murA1	
PPHIGDPK_01042		glnQ	
PPHIGDPK_01030			
PPHIGDPK_01041		phnE_2	
PPHIGDPK_01031			
PPHIGDPK_01037		tpx	
PPHIGDPK_01032			
PPHIGDPK_01876			
PPHIGDPK_01033		fieF_1	
PPHIGDPK_01878			
PPHIGDPK_01034			
PPHIGDPK_01879		acr3	
PPHIGDPK_01035		tetA_2	
PPHIGDPK_01880		cdr_1	
PPHIGDPK_01036		pepN	
PPHIGDPK_01881		arsA	
PPHIGDPK_01883		sdpR	
PPHIGDPK_01882		arsD	
PPHIGDPK_01038			
PPHIGDPK_00021			
PPHIGDPK_01039		yfkN_2	
PPHIGDPK_01884		cspLA_3	
PPHIGDPK_01040		phnE_1	
PPHIGDPK_01885		cspLA_4	
PPHIGDPK_01886			
PPHIGDPK_00024			
PPHIGDPK_01888			
PPHIGDPK_00025			
PPHIGDPK_01043			
PPHIGDPK_01889		ywqN	
PPHIGDPK_01044			
PPHIGDPK_01890		adhR_2	
PPHIGDPK_01045			
PPHIGDPK_00028			
PPHIGDPK_01046			
PPHIGDPK_00029			
PPHIGDPK_01047			
PPHIGDPK_00030		aroB	
PPHIGDPK_01048		tsaD	
PPHIGDPK_00031		aroE	
PPHIGDPK_01049		rimI_1	
PPHIGDPK_00032			
PPHIGDPK_01050		rimI_2	
PPHIGDPK_00033		glnP	
PPHIGDPK_01051		tsaB	
PPHIGDPK_00034		artM_1	
PPHIGDPK_01052			
PPHIGDPK_00035			
PPHIGDPK_01053		rnj1	
PPHIGDPK_00036			
PPHIGDPK_01054			
PPHIGDPK_00037		atpC	
PPHIGDPK_01055		add	
PPHIGDPK_00038		atpD	
PPHIGDPK_01056			
PPHIGDPK_01873		gsiC	
PPHIGDPK_01057		rps1	
PPHIGDPK_01874		oppF_2	
PPHIGDPK_01058		rpsD	
PPHIGDPK_01875		oppD_2	
PPHIGDPK_01059			
PPHIGDPK_00042		atpF	
PPHIGDPK_01062		pgdA_2	
PPHIGDPK_00043		atpB	
PPHIGDPK_01063			
PPHIGDPK_00044		atpE	
PPHIGDPK_01064		dapH	
PPHIGDPK_00045		frmB	
PPHIGDPK_01065			
PPHIGDPK_00046		comEC	
PPHIGDPK_01066		ecfT_2	
PPHIGDPK_00047		comEA	
PPHIGDPK_01067		ecfA2	
PPHIGDPK_00048			
PPHIGDPK_01068		ecfA1	
PPHIGDPK_00049		natA_1	
PPHIGDPK_01070		eno_2	
PPHIGDPK_00050			
PPHIGDPK_01071			
PPHIGDPK_00051		pat	
PPHIGDPK_01072		nrdG	
PPHIGDPK_00052		ybiR_1	
PPHIGDPK_01073		nrdD	
PPHIGDPK_00053		tenA	
PPHIGDPK_01074			
PPHIGDPK_00054		birA_1	
PPHIGDPK_01075			
PPHIGDPK_01084			
PPHIGDPK_01076			
PPHIGDPK_01078			
PPHIGDPK_01077		pncA	
PPHIGDPK_01866			
PPHIGDPK_01864			
PPHIGDPK_00058			
PPHIGDPK_01079			
PPHIGDPK_00059			
PPHIGDPK_01080		luxS	
PPHIGDPK_01867			
PPHIGDPK_01081			
PPHIGDPK_01868			
PPHIGDPK_01082		yhhX_1	
PPHIGDPK_01869			
PPHIGDPK_01083			
PPHIGDPK_01870			
PPHIGDPK_01871			
PPHIGDPK_00064			
PPHIGDPK_01085			
PPHIGDPK_01872			
PPHIGDPK_01086			
PPHIGDPK_00066		sufB_2	
PPHIGDPK_01087		nnrD	
PPHIGDPK_00067			
PPHIGDPK_01088			
PPHIGDPK_00068		tagO	
PPHIGDPK_01090		fbp	
PPHIGDPK_00069		mecA	
PPHIGDPK_01091		rlmI	
PPHIGDPK_00070		artM_2	
PPHIGDPK_01092		ybhR	
PPHIGDPK_00071		artQ	
PPHIGDPK_01093		ybhF	
PPHIGDPK_00072		ytlR	
PPHIGDPK_01094		kstR	
PPHIGDPK_00073		rpoC	
PPHIGDPK_01095		pepDA_1	
PPHIGDPK_00074		rpoB	
PPHIGDPK_01096		glpF_1	
PPHIGDPK_00075		codY_1	
PPHIGDPK_01097		glpF_2	
PPHIGDPK_00076			
PPHIGDPK_01098		dhaM	
PPHIGDPK_01121		hflX	
PPHIGDPK_01099		dhaL	
PPHIGDPK_01117		phnO	
PPHIGDPK_01100		dhaK	
PPHIGDPK_01116		rsfS	
PPHIGDPK_01101		dhaS	
PPHIGDPK_01115		bsmA	
PPHIGDPK_01102		dhaQ	
PPHIGDPK_00081			
PPHIGDPK_01103		pgk	
PPHIGDPK_01112			
PPHIGDPK_01104			
PPHIGDPK_01110		ung	
PPHIGDPK_01105		rpsU	
PPHIGDPK_01109			
PPHIGDPK_01106		adhR_1	
PPHIGDPK_01108		mftR	
PPHIGDPK_01107		bmr3	
PPHIGDPK_00086			
PPHIGDPK_01859		rnhC	
PPHIGDPK_01855		rpsG	
PPHIGDPK_01854		rpsL	
PPHIGDPK_01850		bioB	
PPHIGDPK_01852		glcU	
