NDNNOAAD_00003-MONOMER	NDNNOAAD_00003		hypothetical protein	
NDNNOAAD_00658-MONOMER	NDNNOAAD_00658		hypothetical protein	
NDNNOAAD_00002-MONOMER	NDNNOAAD_00002		hypothetical protein	
NDNNOAAD_00659-MONOMER	NDNNOAAD_00659		putative FMN/FAD exporter YeeO	
NDNNOAAD_00001-MONOMER	NDNNOAAD_00001		hypothetical protein	
NDNNOAAD_00660-MONOMER	NDNNOAAD_00660		Threonine synthase	
NDNNOAAD_01404-MONOMER	NDNNOAAD_01404		Prephenate dehydratase	
NDNNOAAD_00661-MONOMER	NDNNOAAD_00661		hypothetical protein	
NDNNOAAD_01405-MONOMER	NDNNOAAD_01405		Shikimate kinase	
NDNNOAAD_00662-MONOMER	NDNNOAAD_00662		Aldehyde-alcohol dehydrogenase	
NDNNOAAD_01406-MONOMER	NDNNOAAD_01406		3-phosphoshikimate 1-carboxyvinyltransferase	
NDNNOAAD_00663-MONOMER	NDNNOAAD_00663		Aldehyde-alcohol dehydrogenase	
NDNNOAAD_01407-MONOMER	NDNNOAAD_01407		L-2-hydroxyisocaproate dehydrogenase	
NDNNOAAD_00664-MONOMER	NDNNOAAD_00664		Aldehyde-alcohol dehydrogenase	
NDNNOAAD_01408-MONOMER	NDNNOAAD_01408		hypothetical protein	
NDNNOAAD_00665-MONOMER	NDNNOAAD_00665		Aldehyde-alcohol dehydrogenase	
NDNNOAAD_01409-MONOMER	NDNNOAAD_01409		Prephenate dehydrogenase	
NDNNOAAD_00666-MONOMER	NDNNOAAD_00666		Aldehyde-alcohol dehydrogenase	
NDNNOAAD_01410-MONOMER	NDNNOAAD_01410		Chorismate synthase	
NDNNOAAD_00667-MONOMER	NDNNOAAD_00667		Neutral endopeptidase	
NDNNOAAD_01411-MONOMER	NDNNOAAD_01411		3-dehydroquinate synthase	
NDNNOAAD_00668-MONOMER	NDNNOAAD_00668		Trehalose-6-phosphate hydrolase	
NDNNOAAD_01412-MONOMER	NDNNOAAD_01412		Shikimate dehydrogenase (NADP(+))	
NDNNOAAD_00669-MONOMER	NDNNOAAD_00669		Trehalose-6-phosphate hydrolase	
NDNNOAAD_01413-MONOMER	NDNNOAAD_01413		3-dehydroquinate dehydratase	
NDNNOAAD_00670-MONOMER	NDNNOAAD_00670		PTS system trehalose-specific EIIBC component	
NDNNOAAD_01414-MONOMER	NDNNOAAD_01414		Ribosomal RNA large subunit methyltransferase I	
NDNNOAAD_00671-MONOMER	NDNNOAAD_00671		putative transcriptional regulator PhnF	
NDNNOAAD_01415-MONOMER	NDNNOAAD_01415		Lipoteichoic acid synthase 2	
NDNNOAAD_00672-MONOMER	NDNNOAAD_00672		HTH-type transcriptional regulator TreR	
NDNNOAAD_01416-MONOMER	NDNNOAAD_01416		hypothetical protein	
NDNNOAAD_00673-MONOMER	NDNNOAAD_00673		hypothetical protein	
NDNNOAAD_01417-MONOMER	NDNNOAAD_01417		Enolase	
NDNNOAAD_00674-MONOMER	NDNNOAAD_00674		hypothetical protein	
NDNNOAAD_01418-MONOMER	NDNNOAAD_01418		hypothetical protein	
NDNNOAAD_00009-MONOMER	NDNNOAAD_00009		hypothetical protein	
NDNNOAAD_01419-MONOMER	NDNNOAAD_01419		Glycerate kinase	
NDNNOAAD_01420-MONOMER	NDNNOAAD_01420		hypothetical protein	
NDNNOAAD_01421-MONOMER	NDNNOAAD_01421		hypothetical protein	
NDNNOAAD_01422-MONOMER	NDNNOAAD_01422		hypothetical protein	
NDNNOAAD_01423-MONOMER	NDNNOAAD_01423		Catabolite control protein A	
NDNNOAAD_01424-MONOMER	NDNNOAAD_01424		Xaa-Pro dipeptidase	
NDNNOAAD_01425-MONOMER	NDNNOAAD_01425		General stress protein 13	
NDNNOAAD_01426-MONOMER	NDNNOAAD_01426		Putative bifunctional phosphatase/peptidyl-prolyl cis-trans isomerase	
NDNNOAAD_01427-MONOMER	NDNNOAAD_01427		SsrA-binding protein	
NDNNOAAD_01428-MONOMER	NDNNOAAD_01428		Ribonuclease R	
NDNNOAAD_01429-MONOMER	NDNNOAAD_01429		putative protein-export membrane protein SecG	
NDNNOAAD_01430-MONOMER	NDNNOAAD_01430		Putative metabolite transport protein YjhB	
NDNNOAAD_01431-MONOMER	NDNNOAAD_01431		Dephospho-CoA kinase	
NDNNOAAD_01432-MONOMER	NDNNOAAD_01432		Formamidopyrimidine-DNA glycosylase	
NDNNOAAD_01433-MONOMER	NDNNOAAD_01433		GTPase Era	
NDNNOAAD_01434-MONOMER	NDNNOAAD_01434		Undecaprenol kinase	
NDNNOAAD_01435-MONOMER	NDNNOAAD_01435		Endoribonuclease YbeY	
NDNNOAAD_01436-MONOMER	NDNNOAAD_01436		Transcription antiterminator LicT	
NDNNOAAD_01437-MONOMER	NDNNOAAD_01437		Transcription antiterminator LicT	
NDNNOAAD_01438-MONOMER	NDNNOAAD_01438		Recombination protein RecR	
NDNNOAAD_01439-MONOMER	NDNNOAAD_01439		Penicillin-binding protein 2B	
NDNNOAAD_01440-MONOMER	NDNNOAAD_01440		ADP-dependent (S)-NAD(P)H-hydrate dehydratase	
NDNNOAAD_00597-MONOMER	NDNNOAAD_00597		hypothetical protein	
NDNNOAAD_00598-MONOMER	NDNNOAAD_00598		hypothetical protein	
NDNNOAAD_00599-MONOMER	NDNNOAAD_00599		hypothetical protein	
NDNNOAAD_00600-MONOMER	NDNNOAAD_00600		hypothetical protein	
NDNNOAAD_00601-MONOMER	NDNNOAAD_00601		ESAT-6 secretion accessory factor EsaA	
NDNNOAAD_00602-MONOMER	NDNNOAAD_00602		hypothetical protein	
NDNNOAAD_00603-MONOMER	NDNNOAAD_00603		hypothetical protein	
NDNNOAAD_00604-MONOMER	NDNNOAAD_00604		hypothetical protein	
NDNNOAAD_00605-MONOMER	NDNNOAAD_00605		30S ribosomal protein S4	
NDNNOAAD_00606-MONOMER	NDNNOAAD_00606		hypothetical protein	
NDNNOAAD_00607-MONOMER	NDNNOAAD_00607		Replicative DNA helicase	
NDNNOAAD_00608-MONOMER	NDNNOAAD_00608		50S ribosomal protein L9	
NDNNOAAD_00609-MONOMER	NDNNOAAD_00609		Cyclic-di-AMP phosphodiesterase GdpP	
NDNNOAAD_00610-MONOMER	NDNNOAAD_00610		tRNA uridine 5-carboxymethylaminomethyl modification enzyme MnmG	
NDNNOAAD_00611-MONOMER	NDNNOAAD_00611		hypothetical protein	
NDNNOAAD_00612-MONOMER	NDNNOAAD_00612		tRNA-specific 2-thiouridylase MnmA	
NDNNOAAD_00613-MONOMER	NDNNOAAD_00613		hypothetical protein	
NDNNOAAD_00614-MONOMER	NDNNOAAD_00614		putative transglycosylase IsaA	
NDNNOAAD_00615-MONOMER	NDNNOAAD_00615		N-acetylmuramoyl-L-alanine amidase XlyA	
NDNNOAAD_00616-MONOMER	NDNNOAAD_00616		Energy-coupling factor transporter transmembrane protein EcfT	
NDNNOAAD_00617-MONOMER	NDNNOAAD_00617		Energy-coupling factor transporter ATP-binding protein EcfA2	
NDNNOAAD_00618-MONOMER	NDNNOAAD_00618		Energy-coupling factor transporter ATP-binding protein EcfA1	
NDNNOAAD_00619-MONOMER	NDNNOAAD_00619		CDP-diacylglycerol--glycerol-3-phosphate 3-phosphatidyltransferase	
NDNNOAAD_00620-MONOMER	NDNNOAAD_00620		hypothetical protein	
NDNNOAAD_00621-MONOMER	NDNNOAAD_00621		Putative zinc protease AlbF	
NDNNOAAD_00622-MONOMER	NDNNOAAD_00622		putative zinc protease	
NDNNOAAD_00623-MONOMER	NDNNOAAD_00623		hypothetical protein	
NDNNOAAD_00624-MONOMER	NDNNOAAD_00624		DNA replication and repair protein RecF	
NDNNOAAD_00625-MONOMER	NDNNOAAD_00625		Inosine-5'-monophosphate dehydrogenase	
NDNNOAAD_00626-MONOMER	NDNNOAAD_00626		Tryptophan--tRNA ligase 2	
NDNNOAAD_00627-MONOMER	NDNNOAAD_00627		hypothetical protein	
NDNNOAAD_00628-MONOMER	NDNNOAAD_00628		putative ABC transporter ATP-binding protein YbiT	
NDNNOAAD_00629-MONOMER	NDNNOAAD_00629		hypothetical protein	
NDNNOAAD_00633-MONOMER	NDNNOAAD_00633		hypothetical protein	
NDNNOAAD_00634-MONOMER	NDNNOAAD_00634		Ribosomal RNA large subunit methyltransferase H	
NDNNOAAD_00635-MONOMER	NDNNOAAD_00635		Serine protease Do-like HtrA	
NDNNOAAD_01361-MONOMER	NDNNOAAD_01361		Ribosome hibernation promotion factor	
NDNNOAAD_00636-MONOMER	NDNNOAAD_00636		putative chromosome-partitioning protein ParB	
NDNNOAAD_01362-MONOMER	NDNNOAAD_01362		hypothetical protein	
NDNNOAAD_00637-MONOMER	NDNNOAAD_00637		Chromosomal replication initiator protein DnaA	
NDNNOAAD_01363-MONOMER	NDNNOAAD_01363		ComF operon protein 1	
NDNNOAAD_00638-MONOMER	NDNNOAAD_00638		DNA polymerase III subunit beta	
NDNNOAAD_01364-MONOMER	NDNNOAAD_01364		IMPACT family member YigZ	
NDNNOAAD_00639-MONOMER	NDNNOAAD_00639		hypothetical protein	
NDNNOAAD_01365-MONOMER	NDNNOAAD_01365		Cysteine synthase	
NDNNOAAD_00640-MONOMER	NDNNOAAD_00640		Ribosome-binding ATPase YchF	
NDNNOAAD_01366-MONOMER	NDNNOAAD_01366		hypothetical protein	
NDNNOAAD_00641-MONOMER	NDNNOAAD_00641		Peptidyl-tRNA hydrolase	
NDNNOAAD_01367-MONOMER	NDNNOAAD_01367		Inosine-5'-monophosphate dehydrogenase	
NDNNOAAD_00642-MONOMER	NDNNOAAD_00642		Transcription-repair-coupling factor	
NDNNOAAD_01368-MONOMER	NDNNOAAD_01368		High-affinity branched-chain amino acid transport ATP-binding protein LivF	
NDNNOAAD_00643-MONOMER	NDNNOAAD_00643		hypothetical protein	
NDNNOAAD_01369-MONOMER	NDNNOAAD_01369		Lipopolysaccharide export system ATP-binding protein LptB	
NDNNOAAD_00644-MONOMER	NDNNOAAD_00644		hypothetical protein	
NDNNOAAD_01370-MONOMER	NDNNOAAD_01370		hypothetical protein	
NDNNOAAD_00645-MONOMER	NDNNOAAD_00645		hypothetical protein	
NDNNOAAD_01371-MONOMER	NDNNOAAD_01371		High-affinity branched-chain amino acid transport system permease protein LivH	
NDNNOAAD_00646-MONOMER	NDNNOAAD_00646		hypothetical protein	
NDNNOAAD_01372-MONOMER	NDNNOAAD_01372		Leu/Ile/Val-binding protein	
NDNNOAAD_00647-MONOMER	NDNNOAAD_00647		tRNA(Ile)-lysidine synthase	
NDNNOAAD_01373-MONOMER	NDNNOAAD_01373		hypothetical protein	
NDNNOAAD_00648-MONOMER	NDNNOAAD_00648		Hypoxanthine-guanine phosphoribosyltransferase	
NDNNOAAD_01374-MONOMER	NDNNOAAD_01374		hypothetical protein	
NDNNOAAD_00649-MONOMER	NDNNOAAD_00649		ATP-dependent zinc metalloprotease FtsH	
NDNNOAAD_01375-MONOMER	NDNNOAAD_01375		ATP-dependent Clp protease proteolytic subunit	
NDNNOAAD_00650-MONOMER	NDNNOAAD_00650		hypothetical protein	
NDNNOAAD_01376-MONOMER	NDNNOAAD_01376		Uracil phosphoribosyltransferase	
NDNNOAAD_01377-MONOMER	NDNNOAAD_01377		hypothetical protein	
NDNNOAAD_01378-MONOMER	NDNNOAAD_01378		hypothetical protein	
NDNNOAAD_01379-MONOMER	NDNNOAAD_01379		Cystathionine beta-lyase PatB	
NDNNOAAD_01380-MONOMER	NDNNOAAD_01380		Cystathionine gamma-synthase/O-acetylhomoserine (thiol)-lyase	
NDNNOAAD_01381-MONOMER	NDNNOAAD_01381		putative cation-transporting ATPase F	
NDNNOAAD_01382-MONOMER	NDNNOAAD_01382		Lipid II flippase MurJ	
NDNNOAAD_01383-MONOMER	NDNNOAAD_01383		UDP-N-acetylmuramoyl-L-alanyl-D-glutamate--L- lysine ligase	
NDNNOAAD_01384-MONOMER	NDNNOAAD_01384		Aminoacyltransferase FemB	
NDNNOAAD_01385-MONOMER	NDNNOAAD_01385		hypothetical protein	
NDNNOAAD_01386-MONOMER	NDNNOAAD_01386		LOG family protein YvdD	
NDNNOAAD_01387-MONOMER	NDNNOAAD_01387		Ribosome-binding factor A	
NDNNOAAD_01388-MONOMER	NDNNOAAD_01388		Translation initiation factor IF-2	
NDNNOAAD_01389-MONOMER	NDNNOAAD_01389		putative ribosomal protein YlxQ	
NDNNOAAD_01390-MONOMER	NDNNOAAD_01390		hypothetical protein	
NDNNOAAD_01391-MONOMER	NDNNOAAD_01391		Transcription termination/antitermination protein NusA	
NDNNOAAD_01392-MONOMER	NDNNOAAD_01392		Ribosome maturation factor RimP	
NDNNOAAD_01393-MONOMER	NDNNOAAD_01393		Biofilm regulatory protein A	
NDNNOAAD_01394-MONOMER	NDNNOAAD_01394		Mycothiol acetyltransferase	
NDNNOAAD_01395-MONOMER	NDNNOAAD_01395		tRNA threonylcarbamoyladenosine biosynthesis protein TsaE	
NDNNOAAD_01396-MONOMER	NDNNOAAD_01396		Adenine permease AdeQ	
NDNNOAAD_01397-MONOMER	NDNNOAAD_01397		5-amino-6-(5-phospho-D-ribitylamino)uracil phosphatase YitU	
NDNNOAAD_01398-MONOMER	NDNNOAAD_01398		Kynurenine formamidase	
NDNNOAAD_01399-MONOMER	NDNNOAAD_01399		PTS system mannose-specific EIIAB component	
NDNNOAAD_01400-MONOMER	NDNNOAAD_01400		PTS system mannose-specific EIIC component	
NDNNOAAD_01401-MONOMER	NDNNOAAD_01401		PTS system mannose-specific EIID component	
NDNNOAAD_01402-MONOMER	NDNNOAAD_01402		hypothetical protein	
NDNNOAAD_01403-MONOMER	NDNNOAAD_01403		Serine--tRNA ligase	
NDNNOAAD_00582-MONOMER	NDNNOAAD_00582		hypothetical protein	
NDNNOAAD_00583-MONOMER	NDNNOAAD_00583		Clumping factor B	
NDNNOAAD_00584-MONOMER	NDNNOAAD_00584		Alanine--tRNA ligase	
NDNNOAAD_00585-MONOMER	NDNNOAAD_00585		Foldase protein PrsA	
NDNNOAAD_00586-MONOMER	NDNNOAAD_00586		Putative O-methyltransferase/MSMEI_4947	
NDNNOAAD_00587-MONOMER	NDNNOAAD_00587		Oligoendopeptidase F, plasmid	
NDNNOAAD_00588-MONOMER	NDNNOAAD_00588		Competence protein CoiA	
NDNNOAAD_00589-MONOMER	NDNNOAAD_00589		HTH-type transcriptional regulator CynR	
NDNNOAAD_00590-MONOMER	NDNNOAAD_00590		Methionine--tRNA ligase	
NDNNOAAD_00591-MONOMER	NDNNOAAD_00591		hypothetical protein	
NDNNOAAD_00592-MONOMER	NDNNOAAD_00592		hypothetical protein	
NDNNOAAD_00593-MONOMER	NDNNOAAD_00593		hypothetical protein	
NDNNOAAD_00594-MONOMER	NDNNOAAD_00594		PhoH-like protein	
NDNNOAAD_00595-MONOMER	NDNNOAAD_00595		hypothetical protein	
NDNNOAAD_00596-MONOMER	NDNNOAAD_00596		hypothetical protein	
NDNNOAAD_01346-MONOMER	NDNNOAAD_01346		hypothetical protein	
NDNNOAAD_01347-MONOMER	NDNNOAAD_01347		hypothetical protein	
NDNNOAAD_01348-MONOMER	NDNNOAAD_01348		50S ribosomal protein L7/L12	
NDNNOAAD_01349-MONOMER	NDNNOAAD_01349		50S ribosomal protein L10	
NDNNOAAD_01350-MONOMER	NDNNOAAD_01350		putative ABC transporter permease YknZ	
NDNNOAAD_01351-MONOMER	NDNNOAAD_01351		putative ABC transporter permease YknZ	
NDNNOAAD_01352-MONOMER	NDNNOAAD_01352		hypothetical protein	
NDNNOAAD_01353-MONOMER	NDNNOAAD_01353		hypothetical protein	
NDNNOAAD_01354-MONOMER	NDNNOAAD_01354		hypothetical protein	
NDNNOAAD_01355-MONOMER	NDNNOAAD_01355		Ribosomal RNA small subunit methyltransferase J	
NDNNOAAD_01356-MONOMER	NDNNOAAD_01356		Carbamoyl-phosphate synthase large chain	
NDNNOAAD_01357-MONOMER	NDNNOAAD_01357		Carbamoyl-phosphate synthase small chain	
NDNNOAAD_01358-MONOMER	NDNNOAAD_01358		Aspartate carbamoyltransferase	
NDNNOAAD_01359-MONOMER	NDNNOAAD_01359		Uracil permease	
NDNNOAAD_01360-MONOMER	NDNNOAAD_01360		Bifunctional protein PyrR	
NDNNOAAD_00569-MONOMER	NDNNOAAD_00569		HTH-type transcriptional regulator CysB	
NDNNOAAD_00570-MONOMER	NDNNOAAD_00570		Glutamine--fructose-6-phosphate aminotransferase [isomerizing]	
NDNNOAAD_00571-MONOMER	NDNNOAAD_00571		hypothetical protein	
NDNNOAAD_00572-MONOMER	NDNNOAAD_00572		L-cystine transport system permease protein YecS	
NDNNOAAD_00573-MONOMER	NDNNOAAD_00573		Glutamine transport ATP-binding protein GlnQ	
NDNNOAAD_00574-MONOMER	NDNNOAAD_00574		Arginine-binding extracellular protein ArtP	
NDNNOAAD_00575-MONOMER	NDNNOAAD_00575		DNA polymerase IV	
NDNNOAAD_00576-MONOMER	NDNNOAAD_00576		hypothetical protein	
NDNNOAAD_00577-MONOMER	NDNNOAAD_00577		Alcohol dehydrogenase 1	
NDNNOAAD_00578-MONOMER	NDNNOAAD_00578		Alcohol dehydrogenase 1	
NDNNOAAD_00579-MONOMER	NDNNOAAD_00579		hypothetical protein	
NDNNOAAD_00580-MONOMER	NDNNOAAD_00580		hypothetical protein	
NDNNOAAD_00581-MONOMER	NDNNOAAD_00581		Modification methylase MboII	
NDNNOAAD_01330-MONOMER	NDNNOAAD_01330		N-acetylmuramoyl-L-alanine amidase domain-containing protein	
NDNNOAAD_01331-MONOMER	NDNNOAAD_01331		hypothetical protein	
NDNNOAAD_01332-MONOMER	NDNNOAAD_01332		hypothetical protein	
NDNNOAAD_01333-MONOMER	NDNNOAAD_01333		hypothetical protein	
NDNNOAAD_01334-MONOMER	NDNNOAAD_01334		hypothetical protein	
NDNNOAAD_01335-MONOMER	NDNNOAAD_01335		hypothetical protein	
NDNNOAAD_01336-MONOMER	NDNNOAAD_01336		hypothetical protein	
NDNNOAAD_01337-MONOMER	NDNNOAAD_01337		hypothetical protein	
NDNNOAAD_01338-MONOMER	NDNNOAAD_01338		hypothetical protein	
NDNNOAAD_01339-MONOMER	NDNNOAAD_01339		hypothetical protein	
NDNNOAAD_01340-MONOMER	NDNNOAAD_01340		hypothetical protein	
NDNNOAAD_01341-MONOMER	NDNNOAAD_01341		Modification methylase HpaII	
NDNNOAAD_01342-MONOMER	NDNNOAAD_01342		hypothetical protein	
NDNNOAAD_01343-MONOMER	NDNNOAAD_01343		hypothetical protein	
NDNNOAAD_01344-MONOMER	NDNNOAAD_01344		23S rRNA (uracil-C(5))-methyltransferase RlmCD	
NDNNOAAD_00555-MONOMER	NDNNOAAD_00555		Glycosyltransferase Gtf1	
NDNNOAAD_01345-MONOMER	NDNNOAAD_01345		hypothetical protein	
NDNNOAAD_00556-MONOMER	NDNNOAAD_00556		Glutamyl-tRNA(Gln) amidotransferase subunit C	
NDNNOAAD_00557-MONOMER	NDNNOAAD_00557		Glutamyl-tRNA(Gln) amidotransferase subunit A	
NDNNOAAD_00558-MONOMER	NDNNOAAD_00558		Aspartyl/glutamyl-tRNA(Asn/Gln) amidotransferase subunit B	
NDNNOAAD_00559-MONOMER	NDNNOAAD_00559		hypothetical protein	
NDNNOAAD_00560-MONOMER	NDNNOAAD_00560		putative inner membrane transporter YicL	
NDNNOAAD_00561-MONOMER	NDNNOAAD_00561		Pyrophosphatase PpaX	
NDNNOAAD_00562-MONOMER	NDNNOAAD_00562		GTPase Der	
NDNNOAAD_00563-MONOMER	NDNNOAAD_00563		RNA-binding protein YhbY	
NDNNOAAD_00564-MONOMER	NDNNOAAD_00564		Nicotinate-nucleotide adenylyltransferase	
NDNNOAAD_00565-MONOMER	NDNNOAAD_00565		hypothetical protein	
NDNNOAAD_00566-MONOMER	NDNNOAAD_00566		Ribosomal silencing factor RsfS	
NDNNOAAD_00567-MONOMER	NDNNOAAD_00567		Glycine/sarcosine N-methyltransferase	
NDNNOAAD_00568-MONOMER	NDNNOAAD_00568		hypothetical protein	
NDNNOAAD_01327-MONOMER	NDNNOAAD_01327		Linear gramicidin synthase subunit B	
NDNNOAAD_01328-MONOMER	NDNNOAAD_01328		Adenosylhomocysteinase	
NDNNOAAD_01329-MONOMER	NDNNOAAD_01329		hypothetical protein	
NDNNOAAD_00545-MONOMER	NDNNOAAD_00545		Nuclease SbcCD subunit D	
NDNNOAAD_00546-MONOMER	NDNNOAAD_00546		Beta-galactosidase	
NDNNOAAD_00547-MONOMER	NDNNOAAD_00547		Lactose permease	
NDNNOAAD_00548-MONOMER	NDNNOAAD_00548		Maltose epimerase	
NDNNOAAD_01324-MONOMER	NDNNOAAD_01324		hypothetical protein	
NDNNOAAD_00549-MONOMER	NDNNOAAD_00549		UDP-glucose 4-epimerase	
NDNNOAAD_01325-MONOMER	NDNNOAAD_01325		hypothetical protein	
NDNNOAAD_00550-MONOMER	NDNNOAAD_00550		Galactose-1-phosphate uridylyltransferase	
NDNNOAAD_01326-MONOMER	NDNNOAAD_01326		Phosphoribosylamine--glycine ligase	
NDNNOAAD_00551-MONOMER	NDNNOAAD_00551		Galactokinase	
NDNNOAAD_00552-MONOMER	NDNNOAAD_00552		HTH-type transcriptional regulator LacR	
NDNNOAAD_00553-MONOMER	NDNNOAAD_00553		hypothetical protein	
NDNNOAAD_00554-MONOMER	NDNNOAAD_00554		hypothetical protein	
NDNNOAAD_01300-MONOMER	NDNNOAAD_01300		hypothetical protein	
NDNNOAAD_01301-MONOMER	NDNNOAAD_01301		hypothetical protein	
NDNNOAAD_01302-MONOMER	NDNNOAAD_01302		Microcin C7 self-immunity protein MccF	
NDNNOAAD_01304-MONOMER	NDNNOAAD_01304		30S ribosomal protein S2	
NDNNOAAD_01305-MONOMER	NDNNOAAD_01305		Elongation factor Ts	
NDNNOAAD_01306-MONOMER	NDNNOAAD_01306		hypothetical protein	
NDNNOAAD_01307-MONOMER	NDNNOAAD_01307		Transcriptional regulator CtsR	
NDNNOAAD_01308-MONOMER	NDNNOAAD_01308		Negative regulator of genetic competence ClpC/MecB	
NDNNOAAD_01309-MONOMER	NDNNOAAD_01309		D-alanyl-D-alanine carboxypeptidase DacA	
NDNNOAAD_01310-MONOMER	NDNNOAAD_01310		D-alanyl-D-alanine carboxypeptidase DacA	
NDNNOAAD_01311-MONOMER	NDNNOAAD_01311		D-alanyl-D-alanine carboxypeptidase DacA	
NDNNOAAD_00535-MONOMER	NDNNOAAD_00535		HTH-type transcriptional repressor GlcR	
NDNNOAAD_01312-MONOMER	NDNNOAAD_01312		Polyribonucleotide nucleotidyltransferase	
NDNNOAAD_00536-MONOMER	NDNNOAAD_00536		Tagatose-6-phosphate kinase	
NDNNOAAD_01313-MONOMER	NDNNOAAD_01313		hypothetical protein	
NDNNOAAD_00537-MONOMER	NDNNOAAD_00537		PTS system fructose-specific EIIABC component	
